review_id,user_name,sentiment_confidence,negative_reason,negative_reason_confidence,airline_name,review_text,thumbup_count,review_coordinates,review_timestamp,review_city,user_timezone
568895061284364288,unicatfan,1,Can't Tell,0.6742,Qatar Airways,"Is it insulting that offer a ""non required $ voucher as a goodwill offering..At least my bag can fly round trip",0,,20/2/2015 14:08,"ÜT: 41.5333,-93.62944",Central Time (US & Canada)
570299182310944768,Ashley_Jeffris,1,Flight Booking Problems,0.6816,Emirates,is the worst. Nonrefundable First class tickets? Oh because when you select Global/FC their system auto selects economy w/upgrade.,0,,24/2/2015 11:08,Las Vegas ,Eastern Time (US & Canada)
570220267462529024,beantownmatty,1,Bad Flight,0.6895,Qantas,how do you NOT do maintenance on #MD while it sits for two days? Frozen lines found after its boarded? Come on! #faail #mci,0,"[39.29275067, -94.70795218]",24/2/2015 5:54,"iPhone: 37.621227,-122.386002",Eastern Time (US & Canada)
570031758546063361,msofka,1,Customer Service Issue,1,Qantas,why did you drop my call. Why don't you have more people answering phones? Why is it always high call volume when I call,0,,23/2/2015 17:25,"Cleveland, OH",Central Time (US & Canada)
568308149796474880,NumbersDnt_Lie,0.3394,,0,Lufthansa,y'all the real MVP with these prices...,0,,18/2/2015 23:16,"601,303,404,✈️ 400Blk",Mountain Time (US & Canada)
569527848131637248,SMHillman,0.66,,,Singapore Airlines,"if I had my tux, it'd be a date! #UMosaicMeCrazy http://t.co/hapgboSTU",0,,22/2/2015 8:03,"New York, NY",Eastern Time (US & Canada)
569962494283919360,UllCon,0.6897,Flight Booking Problems,0.6897,Qantas,on Feb. th your rep gave me the record locator and told me I'd be receiving an email with the itinerary and confirmation.,0,,23/2/2015 12:50,"Michigan, US",Quito
570206562855329793,vicmeister,1,,,Qantas,fantastic thanks! Will try and tweet a photo of the view :),0,,24/2/2015 5:00,Glasgow via Cork,Dublin
569897573294743552,steve_muns,1,,,Qatar Airways,FYI your customer service rep Carol is an absolute delight. So pleasant to with with and rebooked me in lightning speed! Thanks!,0,,23/2/2015 8:32,"Washington, DC",Eastern Time (US & Canada)
568008802865274880,KarlaBaerga,1,,,Singapore Airlines,its always a pleasure,0,,18/2/2015 3:27,,Quito
568855933360607232,crj_lll,0.6791,,0,EgyptAir,they told to check with the airline regulation first so that is why I contacted you.,0,,20/2/2015 11:33,"Las Vegas, NV",Pacific Time (US & Canada)
567906137938399232,icehousepenguin,0.3634,,0,Lufthansa,hot stewardess flipped me off,0,,17/2/2015 20:39,"Roseville, California",
568605539866976256,ritapitas,1,,,Qatar Airways,We're having grandbabies in weeks -- will travel to DC for the births. Thank you for the reasonable fares! See you Saturday!,0,,19/2/2015 18:58,"Farmington Hills, MI",Eastern Time (US & Canada)
568893623099654144,christinerimay,1,Lost Luggage,1,Emirates,Bag MIA since Wednesday. Still no word where it is or if we'll ever see it again. #lostluggage #frustrated,0,,20/2/2015 14:03,Someplace saving something,Eastern Time (US & Canada)
568891233386561537,_stephanieejayy,1,,,Singapore Airlines,do you have any afternoon flights going from BQN to JFK? I only seem to find early morning flights.,0,,20/2/2015 13:53,,
570051834188075008,RobertCossar,1,,,Qantas,"thanks. I actually made it, my connection flight was delayed. Guess all delays are not a bad thing. http://t.co/XGgCNTcom",0,,23/2/2015 18:45,,Central Time (US & Canada)
569608870429114368,windycityf,1,Customer Service Issue,0.3407,Emirates,stuck in YYZ because staff took a break? Not happy K....,0,,22/2/2015 13:25,"Oak Park, IL ",Hawaii
569578942543372288,particularmolly,1,Late Flight,0.6733,Emirates,I am appalled at your lack of communication during our awful journey on / EWR to BOS. hr delays need to be explained better.,0,,22/2/2015 11:26,"Boston, MA",London
569479822226952192,hkmonmjh,1,Cancelled Flight,1,Qatar Airways,"my flight got Cancelled Flightled to Charlotte. Been on hold for an hour, pls pick up!",0,,22/2/2015 4:52,,
570145106415771648,nembro78,1,,,Qantas,Such a suprise! New vanity kit set for frequent travellers thank you AA! http://t.co/fANygnUx,0,,24/2/2015 0:56,,Rome
569678975049588737,lamanmi_live,1,Late Flight,1,Emirates,please tell CLT flight needs a gate. Waiting now for mins.,0,,22/2/2015 18:03,,
569113328724807680,JetBlueNews,1,,,Singapore Airlines,'s CEO battles to appease passengers and Wall Street - Waterbury Republican American http://t.co/FFczYGJS,0,,21/2/2015 4:36,USA,Sydney
567894002286096384,fanmla1,0.6671,,0,Singapore Airlines,"big shoutout to the crews on Bos&gt;jfk &amp; jfk&gt;roc, &amp; gate crews at c Bos &amp; jfk. Long day of delays made better by them!",0,,17/2/2015 19:50,,Eastern Time (US & Canada)
567742912579272704,itsjustdoc,1,Lost Luggage,1,Qatar Airways,"it's not a consolation because my bags are somewhere else, which is a real impediment to me going on a different vacation",0,,17/2/2015 9:50,Ohio,Quito
567864523585118208,kaitlliiin,1,Cancelled Flight,1,Qatar Airways,"delayed my flight times before Cancelled Flighting it, had angry and rude workers, and are now providing no helpful service at all",0,,17/2/2015 17:53,,Quito
568815893641211905,karenharbert,0.6598,Flight Booking Problems,0.6598,Emirates,Bummer. Might have to go with card instead. TY for response though.,0,,20/2/2015 8:54,"Columbia, MO",Eastern Time (US & Canada)
569589643487928321,DrCaseyJRudkin,1,,,Qantas,Flight was great. Fantastic cabin crew. A+ landing. #thankyou #JFK http://t.co/dRWdjHAI,0,"[40.64946781, -73.76624703]",22/2/2015 12:08,East Coast,
568284092707401728,ransdell08,0.6736,,,Lufthansa,about time! #mobileboarding is a must!,0,,18/2/2015 21:41,"Little Rock, AR",Central Time (US & Canada)
569558153202774016,ColfaxCapital,1,Can't Tell,0.6556,Qatar Airways,Another blatant lie from,0,,22/2/2015 10:03,"39.0708° N, 106.9886° W",Quito
568257389402710016,140JustinC,1,,,Emirates,ok thanks! Where are you counters located? And how Late Flight are they open?,0,,18/2/2015 19:54,Fredericton NB,Atlantic Time (Canada)
569687262444720128,jrscharf,1,Customer Service Issue,1,Qatar Airways,- I wouldn't need to wait on hold for + hours if your website worked correctly - please respond!,0,,22/2/2015 18:36,,Eastern Time (US & Canada)
570231192102019072,ryan22042,1,Late Flight,1,Qantas,"once again flying AA, once again + min delay because of mechanical issues. Perhaps you should consider maintenance?",0,,24/2/2015 6:38,,
568989687353729024,raindovemodel,1,,,Emirates,"Brian at SFO customer service deserves a raise, gave me extra meal voucher and a good joke to cheer me up after flight delay. #FTW",0,,20/2/2015 20:24,Anywhere someone needs me,Eastern Time (US & Canada)
567823930985091072,TinaIsBack,0.6739,Can't Tell,0.3478,Lufthansa,I know one thing would NEVER treat their customers like this!!!!,0,"[40.65954723, -74.16986421]",17/2/2015 15:12,Nashville by way of New York,Central Time (US & Canada)
569346451526041600,Lmpilson,1,,,Lufthansa,The pilots&amp; crew on flt and customer service professionals at baggage claim are OUTSTANDING!! Thank you!!,0,,21/2/2015 20:02,"Fairfax, VA
",
569024126641311744,gehandabare,1,Lost Luggage,1,Emirates,- after having to now TAG MY OWN bags at the airport I was hoping they would actually arrive WITH me - here's hoping they arrive,0,,20/2/2015 22:41,,Eastern Time (US & Canada)
569890600474021889,lizStonewriter,1,,,Singapore Airlines,I'll read this over a nice glass of wine right before I dig my heels into my next novel! Maybe travel is just what I need...,0,,23/2/2015 8:04,,
567751134476259328,_JoeChuck,1,Can't Tell,1,Qatar Airways,what a joke of a company today reminded me why I never book with you,0,,17/2/2015 10:23,CT to Queens ,Eastern Time (US & Canada)
568046298080923649,k8slo,0.6386,Flight Booking Problems,0.6386,Emirates,I locked myself out of my account and needed access to book a flight.,0,,18/2/2015 5:56,Washington DC,Eastern Time (US & Canada)
569860677650636801,chrisjennison,1,Cancelled Flight,1,Qantas,why Cancelled Flight # on / &amp; /? Flights now hrs longer &amp; have layovers. Too Late Flight to find a reasonably priced alternative.,0,,23/2/2015 6:05,@MontgomeryCoMD / SYR / HHI,Eastern Time (US & Canada)
569525452081111041,emptynester25,1,Customer Service Issue,0.6914,Singapore Airlines,how can your entire system go down? No IT? Really?,0,,22/2/2015 7:53,,
569924355011932162,VictoriaBCToday,1,Cancelled Flight,1,Emirates,"Oh, we are sure it's not planned, but it occurs absolutely consistently, it's usually the only YYJ flight that's Cancelled Flightled daily.",2,,23/2/2015 10:18,Downtown Victoria,Pacific Time (US & Canada)
569543955622338560,amybeckr,1,Customer Service Issue,1,Lufthansa,I have never had such awful customer service and conflicting service. Outrageous.,0,,22/2/2015 9:07,Ohio,Quito
567872077899763712,mellamommy,1,Customer Service Issue,0.6682,Singapore Airlines,my SIL bought tix for us to NYC. We were told at the gate that her cc was declined. Supervisor accused us of illegal activity.,0,,17/2/2015 18:23,,
569176746735632384,princessmarapao,0.6469,,,Singapore Airlines,"im in a session presented by one of your beloved travelers, ,I see why you love him so much http://t.co/vvcFyhKVb",0,,21/2/2015 8:48,"Virginia Beach, VA",Eastern Time (US & Canada)
569340120790233089,MMMarketing2014,1,Bad Flight,0.6373,Emirates,I'm rebooked on a flight tomorrow even though I had st class seat orig I have a lousy coach seat,0,,21/2/2015 19:37,#Westford #marketing ,
567804951288901634,MatthewHendrian,0.6714,Late Flight,0.6714,Emirates,"here I was thinking how I could say so many nice things after getting upgraded, but then you delayed my flight... It's ok!",0,,17/2/2015 13:57,"Denver, CO",Mountain Time (US & Canada)
569710305707601920,EAFiedler,1,Late Flight,1,Qatar Airways,"flight # Philly -&gt; Mia? Bwahahaha! Delayed + hrs, were in the air mins then turned back around. #usairwaysfail",0,,22/2/2015 20:08,Philly,Eastern Time (US & Canada)
569221210019487745,marynevis,0.6741,,,Emirates,I will. Thanks.,0,,21/2/2015 11:44,"Beautiful Stockton, CA",Pacific Time (US & Canada)
569339467615506435,MMMarketing2014,1,Flight Attendant Complaints,0.6334,Emirates,well this one missed the mark. She was in a snit from the minute I stepped up to the counter,1,,21/2/2015 19:34,#Westford #marketing ,
568860978231709697,michaelotto71,0.6799,Flight Attendant Complaints,0.6799,Emirates,thanks for having ground crews that are surprised when flights arrive. #beingsuckontarmacsucks!,0,,20/2/2015 11:53,USA,
567925054853496832,MusseZam,1,,,Emirates,"I am flying from msp to dxb, my child will turn during the trip do I have to buy a return ticket for my child?",0,,17/2/2015 21:54,,
568202855166967808,armond_ealey,0.6489,,,Lufthansa,Thanks!!! :) It is good to air on the side of caution,0,"[0.0, 0.0]",18/2/2015 16:18,,
568712938019639296,JetBlueNews,0.6387,,,Singapore Airlines,Airways Hits New -Month High at $. (JBLU) - WKRB News http://t.co/XvBjCzlMDA,0,,20/2/2015 2:05,USA,Sydney
569519571314589696,N_Brennan,1,,,Singapore Airlines,do bags still fly free or have you started charging? thanks!,0,,22/2/2015 7:30,Washington DC,
568547007003955200,hartgarfunkel,1,,,Emirates,DM sent. Thanks so much for the strong customer service!!,0,,19/2/2015 15:05,"iPhone: 40.732048,-73.994102",Pacific Time (US & Canada)
570061339604987904,cyberhosed,0.6688,Can't Tell,0.3519,Emirates,load balancing system apparently down #systemwide - major impact on all #united airlines flights. Was this a #cyberattack?,0,,23/2/2015 19:23,,
569529813121290240,AndrewAquilante,1,Cancelled Flight,1,Qatar Airways,"between of us, it is costing over $ to get home TODAY for no reason... Where do I send my receipts to be reimbursed?",0,,22/2/2015 8:11,"Phoenixville, PA",Eastern Time (US & Canada)
569476281974132736,meigheyburn,0.6721,,,Emirates,okay. Thanks.,0,,22/2/2015 4:38,"Akron, Ohio",Eastern Time (US & Canada)
567780888700669952,joebarti,1,Can't Tell,0.3423,Emirates,"I can't even fit my name on the first two lines, yes... Please do pass on feedback. This is a big downgrade from previous years.",0,,17/2/2015 12:21,Colorado,Amsterdam
569802164060557312,tessabusenius,1,Customer Service Issue,1,Qantas,who do I need to talk to to get a full refund on my trip? Your call center offers no assistance.,0,,23/2/2015 2:13,Edmonton,
569352324700708864,dailylaurel,0.6331,Cancelled Flight,0.3465,Qatar Airways,no more hotel voucher? Everyone had to get one but not me...what do I do? Arrived from Amsterdam #SnowStorm,0,,21/2/2015 20:25,Bruxelle-Paris-Marseille-(BPM),Athens
570212050548461568,dwjudson,0.6418,Can't Tell,0.34,Qantas,She seems a little preoccupied - that's why I'm bringing it to your attention. I am just flagging an issue as an observer.,0,,24/2/2015 5:22,"Toronto, Ontario, Canada",Eastern Time (US & Canada)
567784566614540289,JetBlueNews,0.6584,,0,Singapore Airlines,'s new CEO Robin Hayes battles to appease passengers and Wall Street - Business In Savannah http://t.co/KKAYXaPs,0,,17/2/2015 12:36,USA,Sydney
569843142830071808,PeterPiatetsky,0.6458,,,Qatar Airways,thank you for the apology,0,,23/2/2015 4:56,Nebraska,Eastern Time (US & Canada)
568820729879367680,bodoughty,1,Customer Service Issue,1,Lufthansa,#NAME?,0,,20/2/2015 9:13,,
568929608566837249,greggweiss,1,,,Singapore Airlines,Love you guys sooooooo much. Ridiculously appreciated! A+ service!,0,,20/2/2015 16:26,"Hastings on Hudson, NY",Eastern Time (US & Canada)
570001064424026112,MarshallSchwart,0.6806,Lost Luggage,0.6806,Qatar Airways,"yes, thanks but took forever",0,,23/2/2015 15:23,at the rink,
569229142597771265,BernardLeCroix,0.6591,Can't Tell,0.6591,Singapore Airlines,"it seems I never received an ID, just a password.",0,,21/2/2015 12:16,"Providence, RI",Eastern Time (US & Canada)
569580180353609729,tspinnersbride,1,Customer Service Issue,0.6894,Emirates,"You cause me to miss my flight telling me it already left when it had not. No empathy from gate staff or crew, no apology. Really?",0,,22/2/2015 11:31,,
567821288820203520,DocWaaaaaa,1,Customer Service Issue,1,Qatar Airways,I been on hold with U for mins wasting my time and $ &amp; I don't appreciate it #WheresTheCustomerServiceAt http://t.co/phIIfNjIT,0,,17/2/2015 15:01,NEXT D00R 2 U  ( Chiangles ),Pacific Time (US & Canada)
569278421743878144,msk2216Matt,1,Can't Tell,1,Qatar Airways,why the hell u left *alliance and joined world is beyond me not a smart move time to start looking at other carriers,0,,21/2/2015 15:32,,
570024324666564610,garytx,1,Customer Service Issue,0.6927,Qantas,". No. I watched these bags be abandoned at depart gate. Watched for &gt; mins until owner returned, + mins after I reported",3,,23/2/2015 16:56,"Austin, Texas area",Central Time (US & Canada)
569704220472913920,luisperez27,1,,,Qantas,"looking for status of flight schedule for : am tomorrow morning, thank you",0,,22/2/2015 19:44,"Dallas, Texas",
570110504254857217,medrisy,1,Can't Tell,0.6507,Qatar Airways,: You Make the Reservation; We'll Make the Excuses! #usairwaysfail,0,,23/2/2015 22:38,,
569949946146742272,sichbella,1,,,Qantas,i got a new reservation for tomorrow. Thanks!,0,,23/2/2015 12:00,KC,Pacific Time (US & Canada)
570120432453615617,SLKToday,1,Customer Service Issue,1,Qatar Airways,it doesn't take days to respond to an already open case!,0,,23/2/2015 23:17,Manchester,
569386397683073024,miffSC,1,Late Flight,1,Qatar Airways,Are you guys awake? Need help with delayed flight to get protected on Late Flightr flight from PHL.,0,,21/2/2015 22:41,http://about.me/miffsc,Eastern Time (US & Canada)
568521960088449025,kbosspotter,1,,,Singapore Airlines,I can't. I don't have acces to a phone rn. My iPhone broke. :/ would rather change it now then Late Flightr.,0,,19/2/2015 13:26,Logan International Airport,Atlantic Time (Canada)
568534107875119105,MSLspeaks,1,Customer Service Issue,1,Emirates,I just want to contact someone with a question &amp; not be put on hold for minutes in order to be hung up on or sent to the pet line,0,,19/2/2015 14:14,"New York, NY",Eastern Time (US & Canada)
567741700597366784,BlueOceanTweets,1,,,Emirates,Is Changing Its #MileagePlus Program: Winners and Losers http://t.co/OTLzAKd #airline #travel #loyalty #rewards,1,,17/2/2015 9:45,"Halifax, Nova Scotia",Atlantic Time (Canada)
569646613183885312,vanessaannz,1,Late Flight,0.6762,Qantas,my flight has been delayed &amp; I can't talk reach anyone in customer service because of high call volume.,0,,22/2/2015 15:55,-тнαт νσι¢є ιиѕι∂є уσυя нєα∂,Alaska
569275378331717633,TomServosBlendr,0.6381,,0,Singapore Airlines,What's your current checked bag price policy? I fly this coming week and couldn't find anything definitive.,0,,21/2/2015 15:20,By mile 3 of the NYC Marathon,Eastern Time (US & Canada)
569461469042966528,girlphotophilly,1,longlines,0.6818,EgyptAir,at Logan airport and waiting to checkin for my am flight. Checkin desk not open !!!!! Why?!,0,,22/2/2015 3:39,"Philadelphia, Pa",Eastern Time (US & Canada)
569941314713726976,Youdownwith_LNV,0.6525,,,Singapore Airlines,: Our fleet's on fleek. http://t.co/amBSiG,0,,23/2/2015 11:26,Philly,Eastern Time (US & Canada)
569345132866220032,Dr24hours,0.6596,Cancelled Flight,0.6596,Qatar Airways,"help! Flight Cancelled Flighted, can't call because my phone doesn't work in Europe. Please help? Says I'm booked want to confirm.",0,,21/2/2015 19:57,East Coast City,Eastern Time (US & Canada)
570101817041747968,kbleggett,0.6438,Can't Tell,0.3318,Emirates,plus what about food? And taxis?,0,,23/2/2015 22:03,"Ottawa, Canada",Eastern Time (US & Canada)
570242641264320512,RealMaryAgnes,1,Can't Tell,0.3466,Lufthansa,": Tried for VIP Live in The Vineyard but yr site went down, by the time I got in redeem pts those packages gone.",0,,24/2/2015 7:23,,Atlantic Time (Canada)
568054687993352192,luvthispayne,1,Late Flight,1,Lufthansa,"Secondly, we did not begin boarding on time despite our aircraft being present and deplaned. Thus we left over min Late Flight",0,,18/2/2015 6:29,Somewhere over the rainbow.,Atlantic Time (Canada)
567811913586876417,antoniocosta64,1,Customer Service Issue,0.6359,Emirates,calling that number was useless. Heading to the airport now to pick up my bags. this whole situation seems like a real joke.,0,,17/2/2015 14:24,"Conway, AR",
570254579578720256,marianela_mt,0.6858,,0,Qantas,"if i want to change my flight due to weather conditions in Dallas this weekend, i should be able to cover change fee with miles",0,,24/2/2015 8:11,,
568034773156933632,TroyDWhite,1,,,Lufthansa,"Hi, how do I add a flight to my account? Just created it",0,,18/2/2015 5:10,"Washington, D.C.",Eastern Time (US & Canada)
568891505869344770,brittneybla,1,Bad Flight,0.6787,Qatar Airways,how about checking the plane before having everyone board the plane? #pissed,0,,20/2/2015 13:54,,
567772565956222976,ShiraJudah,1,Damaged Luggage,0.6954,Singapore Airlines,new stroller. The travel credit doesn't help cover the cost of a new stroller. Your crew ruined it and therefore should,0,,17/2/2015 11:48,"Boston, MA",Greenland
570006737190854656,UllCon,1,Customer Service Issue,1,Qantas,"every time I try to call, it tells me to try again Late Flightr and just hangs up.",0,,23/2/2015 15:46,"Michigan, US",Quito
568492682152189952,sapnasparikh,1,,,EgyptAir,partners with Checkout as mobile payment method to help boost mobile conversion rates #etailwest #payments #visa,0,,19/2/2015 11:29,new york,
568797401772892161,sbellfi4,1,Flight Attendant Complaints,0.3474,Emirates,I did and then she made me feel guilty because it was economy plus and I didn't pay for the extra leg room,0,,20/2/2015 7:40,"Ottawa, ON",Eastern Time (US & Canada)
567817558418804737,cjc925,1,,,Lufthansa,"I know it is hard to predict, but how are flights from Dallas to Nashville tomorrow AM?",0,,17/2/2015 14:47,"ÜT: 35.935585,-86.886267",Eastern Time (US & Canada)
570248991704788992,MyCustoAdvocate,0.6782,Customer Service Issue,0.6782,Qantas,Airline trouble this winter &amp; not getting good customer service? contact http://t.co/aQjnHwNaC we negotiate w/companies forU!,0,,24/2/2015 7:48,"Miami, New York, Boston",
569658503570296832,RyanSennett,0.6361,Customer Service Issue,0.6361,Emirates,"why doesn't my daughter, booked with my gold member miles, get on the upgrade list for her flight tomorrow?",0,,22/2/2015 16:42,"Vancouver, WA",Pacific Time (US & Canada)
569741366642618368,toromiller,0.6659,,0,Emirates,"UA flight . SFO to LAX took my carry on at gate. I'm Group , overhead bins are empty",0,,22/2/2015 22:11,"Boston, MA",Eastern Time (US & Canada)
568229659810209792,l_miller91,1,Customer Service Issue,1,Lufthansa,today you sporadically changed my flight departure times &amp; left two hours Late Flight. Uncharacteristic of u http://t.co/TXhYJllG,0,,18/2/2015 18:04,Oklahoma,
569349932131487746,kreespa,0.6774,Late Flight,0.3763,Emirates,"considering I'm now stuck in Newark with virtually sleep in + hours, I doubt it :/ hope car rentals are available",0,,21/2/2015 20:16,Little Rhody,Eastern Time (US & Canada)
570264948548313088,Runts54,1,,,Qantas,you together are the best part of flying!,0,,24/2/2015 8:52,"Euless, Texas",
569647318535786496,tank_martell,0.7090000000000000,Customer Service Issue,0.7090000000000000,Qatar Airways,been on hold for over and hour now.,0,,22/2/2015 15:57,"Beaufort, SC",Eastern Time (US & Canada)
569942084393824256,hellomichaellee,1,Customer Service Issue,1,Qantas,just tried calling. got a high call volume at this moment message and then it said goodbye and hung up,0,,23/2/2015 11:29,"Cary, NC",Eastern Time (US & Canada)
567924107183915009,kristaal4,1,,,Emirates,you guys have such big hearts.. keep up the good work,0,,17/2/2015 21:50,,
569626787875053568,KuperMini,1,Customer Service Issue,1,Qantas,Have been trying to get canx flight resched since noon. got call backs but call disconnects as soon as I answer,0,,22/2/2015 14:36,,
569606374591746050,RafaelBertorell,0.6684,Lost Luggage,0.3419,Qantas,since we are leaving tomorrow to miami can you do one thing right and deliver the bags to the airport?,0,,22/2/2015 13:15,,
569549922569224192,AnisahMunruddin,1,Customer Service Issue,0.6710000000000000,Singapore Airlines,", your hold music sucks.",0,,22/2/2015 9:30,New York,Eastern Time (US & Canada)
570010882069151744,sicula,1,,,Singapore Airlines,you found my camera! Thank you! You rock!,0,"[41.21681145, -73.12508256]",23/2/2015 16:02,"Stratford, CT",Eastern Time (US & Canada)
568957769858060290,JeffFassett,1,Flight Attendant Complaints,0.6531,Qatar Airways,you have to be crazy! Treated my mom very poorly. Not happy! #usairwaysfail,0,,20/2/2015 18:17,Florida,Eastern Time (US & Canada)
567822848878968832,qlabelle11,1,Can't Tell,0.696,Emirates,"wanted to, but you Cancelled Flightled my tickets.... They were too special i guess even for united.",0,,17/2/2015 15:08,,
569834720424361985,RioLongacre,1,,,Emirates,- Group line gets longer every week. Almost no one left for Groups - anymore. Time to make Explorer Card Group ?,0,,23/2/2015 4:22,"Denver, CO",Eastern Time (US & Canada)
567856355907760128,MikiLuJames,0.7259,Customer Service Issue,0.7259,Lufthansa,it's not letting me DM you !!,0,,17/2/2015 17:21,,
568828240502128640,ScribblersNook,0.6830000000000000,Customer Service Issue,0.3525,Emirates,trying to reach him for the number. At last they have him on standbye and gave him meal voucher for a potential day standbye!,0,,20/2/2015 9:43,"Atlanta, GA",Eastern Time (US & Canada)
569310731486699520,EYA10,1,Can't Tell,0.3578,Emirates,"thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $ beer charge, however, is not",0,,21/2/2015 17:40,,
567731738924032000,MiKasuga,1,Customer Service Issue,0.3463,Emirates,No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business.,0,,17/2/2015 9:06,"New York, NY",Eastern Time (US & Canada)
569974287286845441,AnnaIntheCity,1,Flight Booking Problems,0.6541,Qantas,"that's why I'm asking for exception. Staffer moving last minute,we're a nonprofit &amp; losing $,we just want to change ticket.",0,,23/2/2015 13:37,Northern Virginia,Eastern Time (US & Canada)
568550060461408257,malcolm_clement,1,Customer Service Issue,0.3492,Qatar Airways,"flight out of Seattle has ,lbs too much fuel and no water for the lavoratories. Nice job guys - est min behind now",0,,19/2/2015 15:17,Seattle,Alaska
570228063625207808,bsauce2011,1,,,Qantas,does it show that we are on the same plane?,0,,24/2/2015 6:25,Fort Myers,Eastern Time (US & Canada)
568390014238916608,stylistadvocate,1,,,Emirates,for a fee...,0,,19/2/2015 4:41,"Ratner Companies, Hair Cuttery",Eastern Time (US & Canada)
568438000843034624,JiggaJazzman,1,,,Lufthansa,"THANKS to , I get to go to the #DestinationDragons show this weekend in UTAH !!! #ThankYou",0,,19/2/2015 7:52,,
569620944160886784,baj2081,1,Late Flight,1,Emirates,thanks for causing us to miss our connection and now a hour delay #flydeltanexttime,0,,22/2/2015 14:13,,
569262702301876224,jeffpash,1,Customer Service Issue,1,Qatar Airways,Flight SF to NYC only made it to Philly. Ur customer service is telling me no refund for the last leg? #offensive,0,,21/2/2015 14:29,San Francisco,Pacific Time (US & Canada)
569701646445326336,farfalla818,1,,,Qantas,anything you can do?,0,,22/2/2015 19:33,"Plano, Texas",
569399153253429248,FollowMsMiMi,1,Late Flight,0.6601,Qatar Airways,"this is ridiculous. I have a : AM flight and two hours of rest, wasted!!!",0,,21/2/2015 23:31,,Quito
569630593924911104,GaryBrickhouse,1,Late Flight,0.6970000000000000,Qantas,I changed my own flight to tonight. Why couldn't AA do that on my behalf instead of a flight tomorrow? Poor effort all around.,0,,22/2/2015 14:51,,
569608866138173440,timdrewitt,0.6545,Bad Flight,0.3335,Emirates,Personal Device Entertainment system is great but with app crashing every / mins I'm glad it's free for now.,0,,22/2/2015 13:25,Aylesbury United Kingdom,London
569330414193483776,ke_gluth,0.6753,,,Lufthansa,male flight attendant on flight from Orlando to Indy was AMAZING! He needs a raise Had the best experience with him,0,,21/2/2015 18:58,,Central Time (US & Canada)
569331162897739776,stevestillalive,1,Can't Tell,0.3547,Emirates,why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for,0,"[37.61839686, -122.38751]",21/2/2015 19:01,"San Diego, CA",Pacific Time (US & Canada)
569145957721505792,franchise02,1,Customer Service Issue,1,Qatar Airways,hours and minutes. Just want to know I'm still in the queue...,0,,21/2/2015 6:45,,Eastern Time (US & Canada)
570229813937463299,nolimitlove,1,,,Singapore Airlines,thanks to you customers like me stay loyal. From check in to landing.,0,,24/2/2015 6:32,,America/New_York
568863304975839233,SantowDan,0.6515,Customer Service Issue,0.6515,Lufthansa,No thanks. After those + minutes someone did eventually help us and took care of it.,0,,20/2/2015 12:02,Chicago,Mountain Time (US & Canada)
569716449704587265,MeganStephens74,1,Cancelled Flight,1,Qatar Airways,"now has stranded is in #Miami without updating any of the departure boards, and once they Cancelled Flightled the flight there was no...",0,,22/2/2015 20:32,"Philadelphia, PA",Atlantic Time (Canada)
569641615721140224,rikrik__,1,Customer Service Issue,1,Emirates,: What made you come to this? Can we help you with anything? ^JP the service just hasn't been great.,0,,22/2/2015 15:35,Saint Louis,Central Time (US & Canada)
570045914347237376,Amrutafrika,1,Customer Service Issue,0.7078,Qantas,you have a company policy that refuses employees to speak to other employees over the phone? Interesting,0,,23/2/2015 18:21,,
568101606585020416,BryanAndaya,0.6660000000000000,Flight Booking Problems,0.3340000000000000,Lufthansa,it was this one but looks like the problem is now fixed. https://t.co/CFIEKXA,0,"[0.0, 0.0]",18/2/2015 9:35,"Houston, Texas",Mountain Time (US & Canada)
569884071758835712,eozonian,1,Cancelled Flight,1,Qatar Airways,thanks for Cancelled Flighting flight today. Now missing required training. Not a happy customer.,0,,23/2/2015 7:38,TLH,
570010571707256832,ChelseaPoe666,1,,,EgyptAir,wow this just blew my mind,0,,23/2/2015 16:01,Oakland via Midwest ,Atlantic Time (Canada)
567806872410161152,funky_bbq,1,,,EgyptAir,Are there any plans for a short haul airline in Europe? Would defiantly fly with you guys :),0,,17/2/2015 14:04,,
569533663211356161,VikingJim60,1,Lost Luggage,1,Qatar Airways,now you don't know where my luggage is? Seriously?,0,,22/2/2015 8:26,"Doylestown, PA",Eastern Time (US & Canada)
568984515298922496,Snow4meErika,1,Cancelled Flight,0.6806,Emirates,"you should change your name to United Incompetence. No flight until Monday, have to take a hour drive now to get to my flight!",0,,20/2/2015 20:04,,
569877431227686912,beantoon,1,Customer Service Issue,1,Singapore Airlines,any effort to fix your points system? days and a call to customer service and still no account update. Chasing points is no fun,0,,23/2/2015 7:12,"Plymouth,  MA",
568269181394817024,ImmaMarksThat,0.6267,Flight Booking Problems,0.6267,Emirates,Trying to change a flight booked just hours ago but online system is charging me $ fee per passenger... could you please help?,0,,18/2/2015 20:41,"Washington, DC",
569643671198572544,__XT,0.6893,,0,Emirates,thanks for updating me about the + hour delay the exact second I got to ATL.,0,,22/2/2015 15:43,,Eastern Time (US & Canada)
